file_path,label,label_id
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5004_Incision_0_00_03.050000-0_00_07.15000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5004_Incision_0_00_14.250000-0_00_18.75000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5006_Incision_0_00_07.300000-0_00_11.73333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5011_Incision_0_00_04.938272-0_00_08.60860930fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5013_Incision_0_00_10.210210-0_00_14.34768130fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5014_Incision_0_00_09.616667-0_00_13.33333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5014_Incision_0_00_16.800000-0_00_20.88333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5015_Incision_0_00_01.800000-0_00_05.73333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5015_Incision_0_00_09.100000-0_00_12.50000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5016_Incision_0_00_02.816667-0_00_05.93333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5016_Incision_0_00_12.366667-0_00_15.88333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5017_Incision_0_00_02.250000-0_00_06.18333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5017_Incision_0_00_09.433333-0_00_12.53333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5032_Incision_0_00_01.950000-0_00_06.03333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5051_Incision_0_00_07.891225-0_00_12.47914630fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5057_Incision_0_00_01.650000-0_00_05.45000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5057_Incision_0_00_08.316667-0_00_12.53333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5058_Incision_0_00_12.916667-0_00_18.28333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5063_Incision_0_00_03.250000-0_00_06.43333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5063_Incision_0_00_08.816667-0_00_12.18333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5072_Incision_0_00_05.171839-0_00_08.30830830fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5104_Incision_0_00_00-0_00_17.73333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5104_Incision_0_00_23.850000-0_00_33.85000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5261_Incision_0_00_19.500000-0_00_23.28333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5311_Incision_0_00_21.300000-0_00_25.35000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5311_Incision_0_00_27.666667-0_00_32.23333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5316_Incision_0_00_10.100000-0_00_14.53333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5317_Incision_0_00_02-0_00_07.05000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5319_Incision_0_00_02.366667-0_00_06.35000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5319_Incision_0_00_12.300000-0_00_21.98333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5329_Incision_0_00_06.156156-0_00_10.34367730fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5331_Incision_0_00_00.050000-0_00_04.38333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5331_Incision_0_00_08.250000-0_00_12.30000030fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5334_Incision_0_00_07.741074-0_00_12.36236230fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5335_Incision_0_00_07.250000-0_00_11.68333330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Incision\case_5340_Incision_0_00_07.574241-0_00_12.51251330fps.mp4,Incision,0
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4687_Viscoelastic_0_00_24.891558-0_00_28.49516230fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4693_Viscoelastic_0_00_13.947281-0_00_19.25258630fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4693_Viscoelastic_0_03_11.941942-0_03_16.98031430fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4693_Viscoelastic_0_03_19.549550-0_03_25.58892230fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4695_Viscoelastic_0_00_24.600000-0_00_29.38333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4695_Viscoelastic_0_04_12.050000-0_04_17.28333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4697_Viscoelastic_0_00_26.866667-0_00_34.08333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4709_Viscoelastic_0_00_38.500000-0_00_44.30000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4709_Viscoelastic_0_06_03.900000-0_06_13.53333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4750_Viscoelastic_0_00_09.500000-0_00_12.75000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4811_Viscoelastic_0_00_14.314314-0_00_18.20153530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4811_Viscoelastic_0_04_48.938939-0_04_54.24424430fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4816_Viscoelastic_0_00_12.750000-0_00_16.88333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4816_Viscoelastic_0_03_48.200000-0_03_53.38333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4852_Viscoelastic_0_01_06.750083-0_01_18.09476130fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4852_Viscoelastic_0_07_10.497164-0_07_18.22155530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4859_Viscoelastic_0_00_21.250000-0_00_28.98333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4859_Viscoelastic_0_07_58.600000-0_08_04.10000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4863_Viscoelastic_0_00_15.733333-0_00_22.60000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4863_Viscoelastic_0_05_22.233333-0_05_27.75000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4864_Viscoelastic_0_00_22.100000-0_00_30.28333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4864_Viscoelastic_0_06_29.716667-0_06_37.08333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4874_Viscoelastic_0_00_41.100000-0_00_46.23333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4874_Viscoelastic_0_03_53.750000-0_03_59.38333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4888_Viscoelastic_0_00_10.577244-0_00_14.04738130fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4888_Viscoelastic_0_03_18.148148-0_03_21.50150230fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4899_Viscoelastic_0_00_17.916667-0_00_24.43333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4899_Viscoelastic_0_04_43.450000-0_04_52.60000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4906_Viscoelastic_0_00_39.116667-0_00_47.03333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4906_Viscoelastic_0_04_34.050000-0_04_41.33333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4923_Viscoelastic_0_00_19.066667-0_00_24.23333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4923_Viscoelastic_0_07_07.550000-0_07_13.90000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4924_Viscoelastic_0_00_27.100000-0_00_36.33333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4924_Viscoelastic_0_06_06.500000-0_06_13.38333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4927_Viscoelastic_0_00_24.657991-0_00_31.74841530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4927_Viscoelastic_0_07_54.858192-0_08_02.38238230fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4939_Viscoelastic_0_00_14.750000-0_00_20.78333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4939_Viscoelastic_0_03_46.700000-0_03_52.68333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4999_Viscoelastic_0_00_14.698031-0_00_20.52052130fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_4999_Viscoelastic_0_04_32.889556-0_04_38.29496230fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5004_Viscoelastic_0_00_27.650000-0_00_34.40000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5004_Viscoelastic_0_04_15.100000-0_04_24.33333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5006_Viscoelastic_0_00_14.666667-0_00_19.23333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5006_Viscoelastic_0_04_18.150000-0_04_24.48333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5011_Viscoelastic_0_00_19.652986-0_00_26.12612630fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5011_Viscoelastic_0_04_24.998332-0_04_29.60293630fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5013_Viscoelastic_0_00_17.400734-0_00_25.34200930fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5013_Viscoelastic_0_04_21.127794-0_04_25.94928330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5014_Viscoelastic_0_00_23.716667-0_00_28.58333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5014_Viscoelastic_0_05_16.050000-0_05_21.28333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5015_Viscoelastic_0_00_15.366667-0_00_21.80000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5015_Viscoelastic_0_03_51.950000-0_03_57.18333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5016_Viscoelastic_0_00_19.466667-0_00_28.20000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5016_Viscoelastic_0_04_01.066667-0_04_06.43333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5017_Viscoelastic_0_00_15.300000-0_00_21.03333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5017_Viscoelastic_0_04_20.016667-0_04_23.90000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5032_Viscoelastic_0_00_14.850000-0_00_19.08333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5032_Viscoelastic_0_03_23.750000-0_03_27.40000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5051_Viscoelastic_0_00_15.398732-0_00_19.20253630fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5051_Viscoelastic_0_03_15.211879-0_03_20.28361730fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5057_Viscoelastic_0_00_15.750000-0_00_22.18333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5057_Viscoelastic_0_04_16-0_04_22.75000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5058_Viscoelastic_0_00_21.266667-0_00_25.18333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5058_Viscoelastic_0_04_11.616667-0_04_17.08333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5063_Viscoelastic_0_00_15.750000-0_00_20.05000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5063_Viscoelastic_0_04_00.050000-0_04_05.13333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5072_Viscoelastic_0_00_10.560561-0_00_15.93259930fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5072_Viscoelastic_0_04_26.099433-0_04_31.28795530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5104_Viscoelastic_0_00_38.016667-0_00_53.53333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5104_Viscoelastic_0_13_10.700000-0_13_23.60000030fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5261_Viscoelastic_0_00_30.700000-0_00_36.23333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5261_Viscoelastic_0_03_22.800000-0_03_26.83333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5300_Viscoelastic_0_00_18.500000-0_00_22.98333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5300_Viscoelastic_0_03_40.350000-0_03_44.23333330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5301_Viscoelastic_0_00_14.097431-0_00_18.25158530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5301_Viscoelastic_0_03_04.651318-0_03_08.57190530fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5303_Viscoelastic_0_00_15.448782-0_00_19.73640330fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5303_Viscoelastic_0_03_04.000667-0_03_09.92325730fps.mp4,Viscoelastic,1
C:\Users\kit02\GitHub\Cataract-1K\Phase_recognition_dataset\Training_Dataset\Viscoelastic\case_5304_Viscoelastic_0_00_12.166667-0_00_16.40000030fps.mp4,Viscoelastic,1
